sample_id,character,split,relative_path
14_1730,三,train,train/14_1730.npz
14_1732,空,train,train/14_1732.npz
14_1734,四,train,train/14_1734.npz
14_1787,令,train,train/14_1787.npz
14_1796,部,test,test/14_1796.npz
14_1799,三,test,test/14_1799.npz
14_1805,智,test,test/14_1805.npz
14_1827,何,test,test/14_1827.npz
14_1830,我,train,train/14_1830.npz
14_1832,良,test,test/14_1832.npz
14_1837,空,train,train/14_1837.npz
14_1842,夫,test,test/14_1842.npz
14_1847,光,train,train/14_1847.npz
14_186,郎,test,test/14_186.npz
14_1875,根,train,train/14_1875.npz
14_1886,末,train,train/14_1886.npz
14_1888,二,test,test/14_1888.npz
14_1889,月,train,train/14_1889.npz
14_189,子,test,test/14_189.npz
14_1896,子,train,train/14_1896.npz
14_194,唐,train,train/14_194.npz
14_203,天,test,test/14_203.npz
14_204,平,test,test/14_204.npz
14_205,公,train,train/14_205.npz
14_208,吴,train,train/14_208.npz
14_214,位,train,train/14_214.npz
14_219,法,test,test/14_219.npz
14_222,敏,test,test/14_222.npz
14_233,母,train,train/14_233.npz
14_235,山,test,test/14_235.npz
14_236,夫,train,train/14_236.npz
14_237,人,train,train/14_237.npz
14_243,月,train,train/14_243.npz
14_244,不,train,train/14_244.npz
14_253,欣,test,test/14_253.npz
14_285,宇,train,train/14_285.npz
14_290,忘,train,train/14_290.npz
14_296,大,train,train/14_296.npz
14_302,出,train,train/14_302.npz
14_357,乃,train,train/14_357.npz
14_358,固,train,train/14_358.npz
14_383,挂,train,train/14_383.npz
14_404,而,train,train/14_404.npz
14_405,未,test,test/14_405.npz
14_41,天,train,train/14_41.npz
14_421,森,train,train/14_421.npz
14_424,花,train,train/14_424.npz
14_426,灼,train,train/14_426.npz
14_432,井,test,test/14_432.npz
14_458,一,train,train/14_458.npz
14_462,十,train,train/14_462.npz
14_474,自,train,train/14_474.npz
14_480,早,train,train/14_480.npz
14_498,式,train,train/14_498.npz
14_502,遂,test,test/14_502.npz
14_513,也,train,train/14_513.npz
14_514,其,train,train/14_514.npz
14_515,地,test,test/14_515.npz
14_523,城,train,train/14_523.npz
14_526,里,train,train/14_526.npz
14_546,仍,test,test/14_546.npz
14_583,暗,train,train/14_583.npz
14_589,而,train,train/14_589.npz
14_613,地,train,train/14_613.npz
14_650,之,test,test/14_650.npz
14_653,重,train,train/14_653.npz
14_654,重,test,test/14_654.npz
14_673,但,train,train/14_673.npz
14_691,舍,train,train/14_691.npz
14_692,利,train,train/14_692.npz
14_697,七,train,train/14_697.npz
14_70,夫,train,train/14_70.npz
14_705,百,train,train/14_705.npz
14_749,之,train,train/14_749.npz
14_770,入,train,train/14_770.npz
14_776,行,train,train/14_776.npz
14_785,九,test,test/14_785.npz
14_788,奉,train,train/14_788.npz
14_848,句,train,train/14_848.npz
14_852,不,train,train/14_852.npz
14_89,逝,train,train/14_89.npz
14_912,研,train,train/14_912.npz
14_917,不,train,train/14_917.npz
14_927,力,test,test/14_927.npz
14_931,方,train,train/14_931.npz
14_956,一,train,train/14_956.npz
14_96,西,test,test/14_96.npz
14_984,提,train,train/14_984.npz
15_211,自,train,train/15_211.npz
15_233,者,train,train/15_233.npz
15_297,化,train,train/15_297.npz
15_314,日,train,train/15_314.npz
15_403,一,train,train/15_403.npz
15_514,岳,test,test/15_514.npz
16_1119,浮,train,train/16_1119.npz
16_1130,香,train,train/16_1130.npz
16_1166,邑,test,test/16_1166.npz
16_1197,而,train,train/16_1197.npz
16_1241,而,train,train/16_1241.npz
16_1272,二,train,train/16_1272.npz
16_1340,崇,train,train/16_1340.npz
16_1415,有,train,train/16_1415.npz
16_1458,一,train,train/16_1458.npz
16_1482,珠,test,test/16_1482.npz
16_1547,由,test,test/16_1547.npz
16_1670,林,train,train/16_1670.npz
16_1748,一,train,train/16_1748.npz
16_1786,金,train,train/16_1786.npz
16_1792,珠,train,train/16_1792.npz
16_1821,千,train,train/16_1821.npz
16_1826,沐,train,train/16_1826.npz
16_1847,之,train,train/16_1847.npz
16_196,威,train,train/16_196.npz
16_1979,天,test,test/16_1979.npz
16_205,隆,train,train/16_205.npz
16_2123,七,train,train/16_2123.npz
16_291,自,test,test/16_291.npz
16_499,之,test,test/16_499.npz
16_561,其,train,train/16_561.npz
16_563,又,train,train/16_563.npz
16_579,志,train,train/16_579.npz
16_651,九,train,train/16_651.npz
16_653,而,train,train/16_653.npz
16_849,有,train,train/16_849.npz
16_852,之,train,train/16_852.npz
16_853,危,train,train/16_853.npz
16_901,珠,train,train/16_901.npz
16_998,一,test,test/16_998.npz
18_103,而,train,train/18_103.npz
18_106,而,test,test/18_106.npz
18_11,文,train,train/18_11.npz
18_111,利,test,test/18_111.npz
18_119,邑,train,train/18_119.npz
18_127,者,train,train/18_127.npz
18_130,者,train,train/18_130.npz
18_133,甲,train,train/18_133.npz
18_135,理,test,test/18_135.npz
18_140,塞,train,train/18_140.npz
18_141,外,test,test/18_141.npz
18_15,郎,train,train/18_15.npz
18_151,中,train,train/18_151.npz
18_155,行,train,train/18_155.npz
18_158,求,train,train/18_158.npz
18_16,王,train,train/18_16.npz
18_160,之,train,train/18_160.npz
18_163,彼,test,test/18_163.npz
18_164,村,train,train/18_164.npz
18_166,古,train,train/18_166.npz
18_167,多,train,train/18_167.npz
18_169,舍,train,train/18_169.npz
18_170,往,train,train/18_170.npz
18_171,往,test,test/18_171.npz
18_174,而,test,test/18_174.npz
18_175,法,train,train/18_175.npz
18_177,存,train,train/18_177.npz
18_179,或,train,train/18_179.npz
18_181,或,train,train/18_181.npz
18_183,或,test,test/18_183.npz
18_188,睹,train,train/18_188.npz
18_199,君,train,train/18_199.npz
18_201,咨,train,train/18_201.npz
18_204,有,train,train/18_204.npz
18_209,背,train,train/18_209.npz
18_210,之,test,test/18_210.npz
18_211,老,train,train/18_211.npz
18_214,人,train,train/18_214.npz
18_217,而,train,train/18_217.npz
18_221,是,train,train/18_221.npz
18_224,之,train,train/18_224.npz
18_231,敢,train,train/18_231.npz
18_234,凡,train,train/18_234.npz
18_244,容,train,train/18_244.npz
18_246,祈,train,train/18_246.npz
18_248,君,train,train/18_248.npz
18_250,善,test,test/18_250.npz
18_251,且,test,test/18_251.npz
18_253,五,train,train/18_253.npz
18_255,沙,train,train/18_255.npz
18_262,施,train,train/18_262.npz
18_263,之,train,train/18_263.npz
18_264,力,train,train/18_264.npz
18_267,百,test,test/18_267.npz
18_270,之,train,train/18_270.npz
18_271,心,train,train/18_271.npz
18_272,百,train,train/18_272.npz
18_274,一,train,train/18_274.npz
18_279,谷,test,test/18_279.npz
18_280,呀,train,train/18_280.npz
18_281,人,train,train/18_281.npz
18_285,雷,train,train/18_285.npz
18_288,白,train,train/18_288.npz
18_292,青,train,train/18_292.npz
18_299,天,train,train/18_299.npz
18_3,州,train,train/18_3.npz
18_301,之,train,train/18_301.npz
18_305,天,test,test/18_305.npz
18_306,下,train,train/18_306.npz
18_307,之,test,test/18_307.npz
18_309,柔,train,train/18_309.npz
18_312,柔,test,test/18_312.npz
18_318,成,train,train/18_318.npz
18_32,自,train,train/18_32.npz
18_33,我,test,test/18_33.npz
18_334,相,train,train/18_334.npz
18_339,者,train,train/18_339.npz
18_341,莫,train,train/18_341.npz
18_342,知,train,train/18_342.npz
18_343,其,train,train/18_343.npz
18_348,其,train,train/18_348.npz
18_349,不,train,train/18_349.npz
18_351,而,train,train/18_351.npz
18_352,成,train,train/18_352.npz
18_353,也,train,train/18_353.npz
18_354,度,train,train/18_354.npz
18_357,又,train,train/18_357.npz
18_358,莫,test,test/18_358.npz
18_360,其,train,train/18_360.npz
18_365,其,train,train/18_365.npz
18_368,而,test,test/18_368.npz
18_369,至,test,test/18_369.npz
18_371,非,train,train/18_371.npz
18_373,人,train,train/18_373.npz
18_378,君,train,train/18_378.npz
18_38,示,train,train/18_38.npz
18_382,及,train,train/18_382.npz
18_384,人,test,test/18_384.npz
18_385,何,train,train/18_385.npz
18_388,之,test,test/18_388.npz
18_389,是,test,test/18_389.npz
18_392,可,train,train/18_392.npz
18_398,一,test,test/18_398.npz
18_40,不,train,train/18_40.npz
18_400,使,train,train/18_400.npz
18_401,臣,train,train/18_401.npz
18_403,君,test,test/18_403.npz
18_404,政,test,test/18_404.npz
18_405,尤,test,test/18_405.npz
18_409,帝,train,train/18_409.npz
18_41,有,train,train/18_41.npz
18_410,帝,test,test/18_410.npz
18_415,以,train,train/18_415.npz
18_416,束,train,train/18_416.npz
18_418,有,test,test/18_418.npz
18_421,也,train,train/18_421.npz
18_422,伊,train,train/18_422.npz
18_428,既,train,train/18_428.npz
18_438,至,train,train/18_438.npz
18_439,自,train,train/18_439.npz
18_44,人,train,train/18_44.npz
18_443,至,train,train/18_443.npz
18_444,化,test,test/18_444.npz
18_447,前,train,train/18_447.npz
18_448,功,train,train/18_448.npz
18_452,彰,train,train/18_452.npz
18_461,人,train,train/18_461.npz
18_462,思,test,test/18_462.npz
18_464,父,train,train/18_464.npz
18_466,杜,train,train/18_466.npz
18_470,力,train,train/18_470.npz
18_472,不,test,test/18_472.npz
18_475,用,train,train/18_475.npz
18_48,小,train,train/18_48.npz
18_485,也,train,train/18_485.npz
18_487,不,test,test/18_487.npz
18_49,大,train,train/18_49.npz
18_497,之,test,test/18_497.npz
18_50,之,test,test/18_50.npz
18_505,而,train,train/18_505.npz
18_508,如,train,train/18_508.npz
18_512,不,test,test/18_512.npz
18_514,不,train,train/18_514.npz
18_517,永,train,train/18_517.npz
18_518,存,test,test/18_518.npz
18_520,大,test,test/18_520.npz
18_523,元,train,train/18_523.npz
18_525,七,train,train/18_525.npz
18_526,年,train,train/18_526.npz
18_528,次,train,train/18_528.npz
18_531,五,train,train/18_531.npz
18_536,三,train,train/18_536.npz
18_537,日,train,train/18_537.npz
18_538,甲,train,train/18_538.npz
18_54,乎,test,test/18_54.npz
18_542,北,test,test/18_542.npz
18_543,山,train,train/18_543.npz
18_544,通,train,train/18_544.npz
18_547,三,train,train/18_547.npz
18_549,官,train,train/18_549.npz
18_550,坐,train,train/18_550.npz
18_552,白,test,test/18_552.npz
18_557,三,train,train/18_557.npz
18_558,五,test,test/18_558.npz
18_563,城,test,test/18_563.npz
18_568,店,train,train/18_568.npz
18_57,彼,train,train/18_57.npz
18_570,百,train,train/18_570.npz
18_572,抱,train,train/18_572.npz
18_578,一,train,train/18_578.npz
18_591,及,test,test/18_591.npz
18_593,宇,train,train/18_593.npz
18_594,二,test,test/18_594.npz
18_595,百,train,train/18_595.npz
18_600,四,test,test/18_600.npz
18_603,上,train,train/18_603.npz
18_606,君,train,train/18_606.npz
18_67,而,train,train/18_67.npz
18_68,不,test,test/18_68.npz
18_70,乎,train,train/18_70.npz
18_74,我,train,train/18_74.npz
18_75,前,test,test/18_75.npz
18_76,太,train,train/18_76.npz
18_79,君,train,train/18_79.npz
18_80,之,train,train/18_80.npz
18_82,立,test,test/18_82.npz
18_84,君,test,test/18_84.npz
18_87,字,train,train/18_87.npz
18_88,子,train,train/18_88.npz
18_91,尚,train,train/18_91.npz
18_96,我,train,train/18_96.npz
19_1015,及,train,train/19_1015.npz
19_1016,三,train,train/19_1016.npz
19_102,容,test,test/19_102.npz
19_1024,方,test,test/19_1024.npz
19_1025,也,train,train/19_1025.npz
19_1047,不,train,train/19_1047.npz
19_1062,乎,train,train/19_1062.npz
19_1063,近,train,train/19_1063.npz
19_1084,主,train,train/19_1084.npz
19_1087,故,train,train/19_1087.npz
19_109,善,train,train/19_109.npz
19_1101,何,train,train/19_1101.npz
19_1102,有,test,test/19_1102.npz
19_1117,神,train,train/19_1117.npz
19_1121,理,train,train/19_1121.npz
19_1123,人,test,test/19_1123.npz
19_1128,之,train,train/19_1128.npz
19_1129,至,train,train/19_1129.npz
19_1133,年,train,train/19_1133.npz
19_1135,次,train,train/19_1135.npz
19_1144,年,train,train/19_1144.npz
19_1145,春,test,test/19_1145.npz
19_1178,公,train,train/19_1178.npz
19_1186,公,train,train/19_1186.npz
19_119,不,train,train/19_119.npz
19_1195,情,train,train/19_1195.npz
19_1210,借,train,train/19_1210.npz
19_1223,立,train,train/19_1223.npz
19_1226,田,train,train/19_1226.npz
19_1228,清,train,train/19_1228.npz
19_123,而,train,train/19_123.npz
19_1233,月,test,test/19_1233.npz
19_127,政,train,train/19_127.npz
19_1283,燕,train,train/19_1283.npz
19_1285,南,train,train/19_1285.npz
19_1294,人,train,train/19_1294.npz
19_1296,不,train,train/19_1296.npz
19_1299,而,train,train/19_1299.npz
19_1302,是,train,train/19_1302.npz
19_1322,不,train,train/19_1322.npz
19_1336,非,train,train/19_1336.npz
19_1338,之,train,train/19_1338.npz
19_1352,化,test,test/19_1352.npz
19_1353,自,train,train/19_1353.npz
19_1354,下,train,train/19_1354.npz
19_1359,方,train,train/19_1359.npz
19_1368,石,test,test/19_1368.npz
19_1373,不,test,test/19_1373.npz
19_1376,元,train,train/19_1376.npz
19_1380,十,train,train/19_1380.npz
19_1381,月,train,train/19_1381.npz
19_1382,十,train,train/19_1382.npz
19_1384,日,train,train/19_1384.npz
19_153,近,train,train/19_153.npz
19_160,昌,train,train/19_160.npz
19_172,上,train,train/19_172.npz
19_176,自,train,train/19_176.npz
19_202,也,test,test/19_202.npz
19_203,不,train,train/19_203.npz
19_218,西,train,train/19_218.npz
19_22,使,train,train/19_22.npz
19_221,史,train,train/19_221.npz
19_225,州,train,train/19_225.npz
19_226,同,train,train/19_226.npz
19_227,谷,train,train/19_227.npz
19_229,名,test,test/19_229.npz
19_238,克,train,train/19_238.npz
19_25,金,train,train/19_25.npz
19_253,性,train,train/19_253.npz
19_255,百,test,test/19_255.npz
19_270,者,train,train/19_270.npz
19_275,淡,train,train/19_275.npz
19_28,上,test,test/19_28.npz
19_287,曲,train,train/19_287.npz
19_29,柱,train,train/19_29.npz
19_292,雅,train,train/19_292.npz
19_316,兵,train,train/19_316.npz
19_32,公,train,train/19_32.npz
19_329,授,train,train/19_329.npz
19_330,合,train,train/19_330.npz
19_332,府,test,test/19_332.npz
19_339,累,train,train/19_339.npz
19_34,政,train,train/19_34.npz
19_341,郎,train,train/19_341.npz
19_347,除,train,train/19_347.npz
19_357,每,train,train/19_357.npz
19_360,必,train,train/19_360.npz
19_368,向,train,train/19_368.npz
19_370,通,train,train/19_370.npz
19_372,善,train,train/19_372.npz
19_377,尚,train,train/19_377.npz
19_387,太,train,train/19_387.npz
19_388,子,train,train/19_388.npz
19_389,太,train,train/19_389.npz
19_39,中,test,test/19_39.npz
19_395,出,train,train/19_395.npz
19_4,大,train,train/19_4.npz
19_40,大,train,train/19_40.npz
19_405,方,test,test/19_405.npz
19_408,下,train,train/19_408.npz
19_411,一,train,train/19_411.npz
19_42,守,train,train/19_42.npz
19_423,不,train,train/19_423.npz
19_432,口,train,train/19_432.npz
19_46,郎,train,train/19_46.npz
19_462,可,train,train/19_462.npz
19_466,方,train,train/19_466.npz
19_471,使,train,train/19_471.npz
19_485,兵,train,train/19_485.npz
19_489,家,train,train/19_489.npz
19_491,奔,train,train/19_491.npz
19_493,州,test,test/19_493.npz
19_51,士,train,train/19_51.npz
19_517,公,train,train/19_517.npz
19_520,州,train,train/19_520.npz
19_527,公,train,train/19_527.npz
19_536,既,train,train/19_536.npz
19_540,中,train,train/19_540.npz
19_56,海,train,train/19_56.npz
19_567,丹,train,train/19_567.npz
19_571,俗,train,train/19_571.npz
19_579,而,train,train/19_579.npz
19_580,地,train,train/19_580.npz
19_590,空,train,train/19_590.npz
19_612,其,test,test/19_612.npz
19_617,求,test,test/19_617.npz
19_621,居,train,train/19_621.npz
19_629,星,train,train/19_629.npz
19_662,者,test,test/19_662.npz
19_669,良,train,train/19_669.npz
19_673,人,test,test/19_673.npz
19_675,而,train,train/19_675.npz
19_70,理,train,train/19_70.npz
19_712,心,train,train/19_712.npz
19_72,生,train,train/19_72.npz
19_721,其,test,test/19_721.npz
19_722,身,train,train/19_722.npz
19_731,及,train,train/19_731.npz
19_747,而,test,test/19_747.npz
19_761,日,test,test/19_761.npz
19_764,也,train,train/19_764.npz
19_770,其,test,test/19_770.npz
19_772,界,train,train/19_772.npz
19_773,犬,train,train/19_773.npz
19_774,牙,train,train/19_774.npz
19_775,不,train,train/19_775.npz
19_777,非,train,train/19_777.npz
19_793,之,train,train/19_793.npz
19_806,人,train,train/19_806.npz
19_813,不,train,train/19_813.npz
19_817,朝,train,train/19_817.npz
19_82,然,train,train/19_82.npz
19_823,公,train,train/19_823.npz
19_827,方,train,train/19_827.npz
19_83,守,train,train/19_83.npz
19_845,一,test,test/19_845.npz
19_863,者,test,test/19_863.npz
19_865,其,train,train/19_865.npz
19_867,而,test,test/19_867.npz
19_869,其,test,test/19_869.npz
19_872,其,train,train/19_872.npz
19_892,出,test,test/19_892.npz
19_894,也,test,test/19_894.npz
19_90,更,train,train/19_90.npz
19_905,也,train,train/19_905.npz
19_911,是,train,train/19_911.npz
19_915,而,train,train/19_915.npz
19_919,百,train,train/19_919.npz
19_928,其,train,train/19_928.npz
19_929,行,train,train/19_929.npz
19_930,故,train,train/19_930.npz
19_931,自,test,test/19_931.npz
19_961,察,train,train/19_961.npz
19_968,出,train,train/19_968.npz
19_969,而,train,train/19_969.npz
19_970,周,train,train/19_970.npz
19_980,人,train,train/19_980.npz
19_981,之,train,train/19_981.npz
19_984,者,train,train/19_984.npz
19_987,人,train,train/19_987.npz
19_997,不,train,train/19_997.npz
1_1,天,train,train/1_1.npz
1_101,寺,test,test/1_101.npz
1_102,者,train,train/1_102.npz
1_106,四,train,train/1_106.npz
1_118,者,test,test/1_118.npz
1_122,左,train,train/1_122.npz
1_149,依,train,train/1_149.npz
1_152,光,train,train/1_152.npz
1_159,新,train,train/1_159.npz
1_174,太,train,train/1_174.npz
1_185,人,train,train/1_185.npz
1_192,入,train,train/1_192.npz
1_204,作,test,test/1_204.npz
1_207,而,train,train/1_207.npz
1_208,注,train,train/1_208.npz
1_213,前,train,train/1_213.npz
1_22,者,train,train/1_22.npz
1_238,供,train,train/1_238.npz
1_24,地,train,train/1_24.npz
1_249,布,train,train/1_249.npz
1_252,地,train,train/1_252.npz
1_260,江,train,train/1_260.npz
1_277,心,train,train/1_277.npz
1_285,住,train,train/1_285.npz
1_289,大,train,train/1_289.npz
1_293,上,train,train/1_293.npz
1_3,道,train,train/1_3.npz
1_300,克,train,train/1_300.npz
1_303,生,train,train/1_303.npz
1_309,尚,train,train/1_309.npz
1_321,右,train,train/1_321.npz
1_336,相,train,train/1_336.npz
1_344,冶,train,train/1_344.npz
1_354,石,train,train/1_354.npz
1_361,宇,test,test/1_361.npz
1_367,以,train,train/1_367.npz
1_4,也,train,train/1_4.npz
1_400,二,train,train/1_400.npz
1_401,年,train,train/1_401.npz
1_414,家,train,train/1_414.npz
1_437,法,train,train/1_437.npz
1_441,言,train,train/1_441.npz
1_461,侍,test,test/1_461.npz
1_464,南,test,test/1_464.npz
1_510,火,train,train/1_510.npz
1_516,堂,train,train/1_516.npz
1_521,四,train,train/1_521.npz
1_524,而,train,train/1_524.npz
1_539,者,test,test/1_539.npz
1_553,油,train,train/1_553.npz
1_554,有,train,train/1_554.npz
1_561,管,train,train/1_561.npz
1_60,堂,train,train/1_60.npz
1_622,四,train,train/1_622.npz
1_624,清,test,test/1_624.npz
1_627,因,test,test/1_627.npz
1_628,因,train,train/1_628.npz
1_636,而,train,train/1_636.npz
1_662,台,train,train/1_662.npz
1_681,一,train,train/1_681.npz
1_686,之,test,test/1_686.npz
1_688,一,train,train/1_688.npz
1_689,音,train,train/1_689.npz
1_693,之,train,train/1_693.npz
1_695,方,train,train/1_695.npz
1_7,而,train,train/1_7.npz
1_700,悔,train,train/1_700.npz
1_737,道,test,test/1_737.npz
1_738,有,train,train/1_738.npz
1_747,也,train,train/1_747.npz
1_763,不,train,train/1_763.npz
1_783,而,test,test/1_783.npz
1_798,海,train,train/1_798.npz
1_8,首,train,train/1_8.npz
1_825,牧,train,train/1_825.npz
1_828,止,train,train/1_828.npz
1_85,俗,train,train/1_85.npz
1_858,演,train,train/1_858.npz
1_866,而,train,train/1_866.npz
1_870,一,train,train/1_870.npz
1_90,地,train,train/1_90.npz
1_932,孝,train,train/1_932.npz
1_941,幢,train,train/1_941.npz
1_964,二,train,train/1_964.npz
20_115,一,train,train/20_115.npz
20_118,里,train,train/20_118.npz
20_120,人,test,test/20_120.npz
20_122,不,train,train/20_122.npz
20_14,仙,test,test/20_14.npz
20_147,自,train,train/20_147.npz
20_152,合,train,train/20_152.npz
20_158,中,train,train/20_158.npz
20_171,言,train,train/20_171.npz
20_189,道,train,train/20_189.npz
20_190,士,train,train/20_190.npz
20_200,果,test,test/20_200.npz
20_208,南,train,train/20_208.npz
20_209,山,train,train/20_209.npz
20_21,奏,train,train/20_21.npz
20_225,大,test,test/20_225.npz
20_233,中,train,train/20_233.npz
20_237,伏,train,train/20_237.npz
20_24,承,train,train/20_24.npz
20_274,生,train,train/20_274.npz
20_280,容,train,train/20_280.npz
20_289,南,train,train/20_289.npz
20_290,果,train,train/20_290.npz
20_294,且,train,train/20_294.npz
20_297,宫,train,train/20_297.npz
20_298,者,train,train/20_298.npz
20_309,而,train,train/20_309.npz
20_314,名,test,test/20_314.npz
20_315,而,train,train/20_315.npz
20_323,府,train,train/20_323.npz
20_331,之,train,train/20_331.npz
20_334,大,train,train/20_334.npz
20_34,自,test,test/20_34.npz
20_346,是,train,train/20_346.npz
20_350,至,train,train/20_350.npz
20_356,之,train,train/20_356.npz
20_359,万,train,train/20_359.npz
20_374,臣,train,train/20_374.npz
20_376,昨,train,train/20_376.npz
20_377,日,train,train/20_377.npz
20_386,自,test,test/20_386.npz
20_390,名,train,train/20_390.npz
20_400,未,train,train/20_400.npz
20_401,之,test,test/20_401.npz
20_402,有,test,test/20_402.npz
20_404,臣,train,train/20_404.npz
20_421,宣,train,train/20_421.npz
20_431,者,train,train/20_431.npz
20_439,容,train,train/20_439.npz
20_440,果,train,train/20_440.npz
20_449,而,train,train/20_449.npz
20_450,大,train,train/20_450.npz
20_454,再,train,train/20_454.npz
20_458,言,test,test/20_458.npz
20_464,福,train,train/20_464.npz
20_468,弥,train,train/20_468.npz
20_469,告,train,train/20_469.npz
20_470,以,train,train/20_470.npz
20_480,大,train,train/20_480.npz
